name,title,description,pubmed_id,platform,platform_technology_type,feature_count,channel_count,sample_count,value_type,reference_series,order,file_location,num_L1000_genes,target_column,num_classes,class_distribution,class_mapping
GDS3885,"Glioblastoma stem-like cell lines, glioblastomas, and glioma cell lines","Analysis of glioblastoma stem-like (GS) cell lines, corresponding glioblastoma primary tumors, conventional glioma cell lines, and GS neurospheres. Results provide insight into cell lines recapitulating transcriptional aspects of glioblastomas, thereby allowing identification of therapeutic targets.","['21294158', '18037961', '25543125']",GPL570,in situ oligonucleotide,54675,1,92,transformed count,GSE23806,none,data/GEO_v2/datasets/GDS3885.csv,958,specimen,7,"{'conventional glioma cell line': 32, 'GSf (full) cell line': 15, 'GSr (restricted) cell line': 12, 'GS primary tumor': 12, 'GSr (restricted) neurosphere': 9, 'GSf (full) neurosphere': 8, 'monolayer culture, ML': 4}","{'conventional glioma cell line': 0, 'GSf (full) cell line': 1, 'GSr (restricted) cell line': 1, 'GS primary tumor': 0, 'GSr (restricted) neurosphere': 0, 'GSf (full) neurosphere': 0, 'monolayer culture, ML': 0}"
GDS3885,"Glioblastoma stem-like cell lines, glioblastomas, and glioma cell lines","Analysis of glioblastoma stem-like (GS) cell lines, corresponding glioblastoma primary tumors, conventional glioma cell lines, and GS neurospheres. Results provide insight into cell lines recapitulating transcriptional aspects of glioblastomas, thereby allowing identification of therapeutic targets.","['21294158', '18037961', '25543125']",GPL570,in situ oligonucleotide,54675,1,92,transformed count,GSE23806,none,data/GEO_v2/datasets/GDS3885.csv,958,specimen,7,"{'conventional glioma cell line': 32, 'GSf (full) cell line': 15, 'GSr (restricted) cell line': 12, 'GS primary tumor': 12, 'GSr (restricted) neurosphere': 9, 'GSf (full) neurosphere': 8, 'monolayer culture, ML': 4}","{'conventional glioma cell line': 0, 'GSf (full) cell line': 0, 'GSr (restricted) cell line': 0, 'GS primary tumor': 1, 'GSr (restricted) neurosphere': 0, 'GSf (full) neurosphere': 0, 'monolayer culture, ML': 0}"
GDS4358,Two types of HIV-associated neurocognitive impairment: brain regions,"Analysis of basal ganglia, frontal cortex, and white matter from HIV patients with HIV-associated dementia (HAD) or HAD plus HIV encephalitis (HIVE). Results provide insight into molecular events of neurological impairment and inflammation associated with HIV infection in different brain regions.",23049970,GPL570,in situ oligonucleotide,54675,1,72,transformed count,GSE35864,none,data/GEO_v2/datasets/GDS4358.csv,958,disease state,4,"{'HIV + HAD': 21, 'control': 18, 'HIV': 18, 'HIV + HAD + HIVE': 15}","{'HIV + HAD': 0, 'control': 0, 'HIV': 0, 'HIV + HAD + HIVE': 1}"
GDS4358,Two types of HIV-associated neurocognitive impairment: brain regions,"Analysis of basal ganglia, frontal cortex, and white matter from HIV patients with HIV-associated dementia (HAD) or HAD plus HIV encephalitis (HIVE). Results provide insight into molecular events of neurological impairment and inflammation associated with HIV infection in different brain regions.",23049970,GPL570,in situ oligonucleotide,54675,1,72,transformed count,GSE35864,none,data/GEO_v2/datasets/GDS4358.csv,958,disease state,4,"{'HIV + HAD': 21, 'control': 18, 'HIV': 18, 'HIV + HAD + HIVE': 15}","{'HIV + HAD': 0, 'control': 0, 'HIV': 1, 'HIV + HAD + HIVE': 0}"
GDS4358,Two types of HIV-associated neurocognitive impairment: brain regions,"Analysis of basal ganglia, frontal cortex, and white matter from HIV patients with HIV-associated dementia (HAD) or HAD plus HIV encephalitis (HIVE). Results provide insight into molecular events of neurological impairment and inflammation associated with HIV infection in different brain regions.",23049970,GPL570,in situ oligonucleotide,54675,1,72,transformed count,GSE35864,none,data/GEO_v2/datasets/GDS4358.csv,958,disease state,4,"{'HIV + HAD': 21, 'control': 18, 'HIV': 18, 'HIV + HAD + HIVE': 15}","{'HIV + HAD': 1, 'control': 0, 'HIV': 0, 'HIV + HAD + HIVE': 0}"
GDS4358,Two types of HIV-associated neurocognitive impairment: brain regions,"Analysis of basal ganglia, frontal cortex, and white matter from HIV patients with HIV-associated dementia (HAD) or HAD plus HIV encephalitis (HIVE). Results provide insight into molecular events of neurological impairment and inflammation associated with HIV infection in different brain regions.",23049970,GPL570,in situ oligonucleotide,54675,1,72,transformed count,GSE35864,none,data/GEO_v2/datasets/GDS4358.csv,958,tissue,3,"{'Basal ganglia': 24, 'Frontal cortex': 24, 'White matter': 24}","{'Basal ganglia': 0, 'Frontal cortex': 0, 'White matter': 1}"
GDS4358,Two types of HIV-associated neurocognitive impairment: brain regions,"Analysis of basal ganglia, frontal cortex, and white matter from HIV patients with HIV-associated dementia (HAD) or HAD plus HIV encephalitis (HIVE). Results provide insight into molecular events of neurological impairment and inflammation associated with HIV infection in different brain regions.",23049970,GPL570,in situ oligonucleotide,54675,1,72,transformed count,GSE35864,none,data/GEO_v2/datasets/GDS4358.csv,958,tissue,3,"{'Basal ganglia': 24, 'Frontal cortex': 24, 'White matter': 24}","{'Basal ganglia': 0, 'Frontal cortex': 1, 'White matter': 0}"
GDS4358,Two types of HIV-associated neurocognitive impairment: brain regions,"Analysis of basal ganglia, frontal cortex, and white matter from HIV patients with HIV-associated dementia (HAD) or HAD plus HIV encephalitis (HIVE). Results provide insight into molecular events of neurological impairment and inflammation associated with HIV infection in different brain regions.",23049970,GPL570,in situ oligonucleotide,54675,1,72,transformed count,GSE35864,none,data/GEO_v2/datasets/GDS4358.csv,958,tissue,3,"{'Basal ganglia': 24, 'Frontal cortex': 24, 'White matter': 24}","{'Basal ganglia': 1, 'Frontal cortex': 0, 'White matter': 0}"
GDS3540,Macrophages from tuberculosis infected subjects response to M. tuberculosis cell lysate ex vivo,"Ex vivo analysis of macrophages from individuals with a history of latent, pulmonary and meningeal tuberculosis (TB) following treatment with cell lysates of Mycobacterium tuberculosis H37Rv. Results provide insight into the molecular basis of susceptibility to TB.",19057661,GPL570,in situ oligonucleotide,54675,1,24,transformed count,GSE11199,none,data/GEO_v2/datasets/GDS3540.csv,958,agent,2,"{'control': 12, 'Mycobacterium tuberculosis H37Rv lysate': 12}","{'control': 0, 'Mycobacterium tuberculosis H37Rv lysate': 1}"
GDS3540,Macrophages from tuberculosis infected subjects response to M. tuberculosis cell lysate ex vivo,"Ex vivo analysis of macrophages from individuals with a history of latent, pulmonary and meningeal tuberculosis (TB) following treatment with cell lysates of Mycobacterium tuberculosis H37Rv. Results provide insight into the molecular basis of susceptibility to TB.",19057661,GPL570,in situ oligonucleotide,54675,1,24,transformed count,GSE11199,none,data/GEO_v2/datasets/GDS3540.csv,958,disease state,3,"{'previous meningeal tuberculosis': 8, 'previous pulmonary tuberculosis': 8, 'latent tuberculosis': 8}","{'previous meningeal tuberculosis': 0, 'previous pulmonary tuberculosis': 0, 'latent tuberculosis': 1}"
GDS1584,Oral squamous cell carcinoma,Analysis of oral squamous cell carcinoma (OSCC) cells from 16 patients. OSCC cells isolated from tumors by laser capture microdissection. Results identify a strong correlation between gene expression profile and tumor invasiveness in OSCC.,15381369,GPL96,in situ oligonucleotide,22283,1,20,transformed count,GSE3524,none,data/GEO_v2/datasets/GDS1584.csv,892,disease state,2,"{'carcinoma': 16, 'normal': 4}","{'carcinoma': 0, 'normal': 1}"
GDS4475,Extracellular matrix protein cysteine rich 61 (CCN1) effect on LN229 glioma cells,"Analysis of LN229 glioma cells with doxycycline-inducible expression of Cyr61 (CCN1), induced for 24h with doxycycline. CCN1 expression may reduce efficacy of oncolytic HSV-1 brain cancer therapy. Results provide insight into CCN1-mediated oncolytic HSV-1 inhibition.",22282654,GPL570,in situ oligonucleotide,54675,1,6,transformed count,GSE29384,none,data/GEO_v2/datasets/GDS4475.csv,958,protocol,2,"{'Cyr61': 3, 'uninduced': 3}","{'Cyr61': 0, 'uninduced': 1}"
GDS1847,Vitamin D effect on intestinal epithelial cells,"Analysis of intestinal epithelial Caco-2 cells following treatment with 1,25-dihydroxyvitamin D3 for 24 hours. 1,25-dihydroxyvitamin D3 stimulated calcium absorption in the intestine. Results provide insight into the additional effects of vitamin D on intestinal epithelial cells.",14996990,GPL8300,in situ oligonucleotide,12625,1,10,transformed count,GSE444,none,data/GEO_v2/datasets/GDS1847.csv,827,agent,2,"{'control': 5, 'vitamin D': 5}","{'control': 0, 'vitamin D': 1}"
GDS4880,"Treatment-naive, chronic hepatitis C virus-infected patients: CD4+ and CD8+ T-lymphocytes","Analysis of antigen-specific CD4+ and CD8+ T-cells from treatment-naive, chronic hepatitis C virus (CHC) patients with high or low viral loads. Results provide insight into molecular mechanisms underlying functional impairment differences between CD4+ and CD8+ T-cells  during CHC infection.",24130824,GPL570,in situ oligonucleotide,54675,1,30,transformed count,GSE49954,none,data/GEO_v2/datasets/GDS4880.csv,958,disease state,3,"{'healthy donor': 10, 'chronic HCV infection-low viral load': 10, 'chronic HCV infection-high viral load': 10}","{'healthy donor': 1, 'chronic HCV infection-low viral load': 0, 'chronic HCV infection-high viral load': 0}"
GDS4880,"Treatment-naive, chronic hepatitis C virus-infected patients: CD4+ and CD8+ T-lymphocytes","Analysis of antigen-specific CD4+ and CD8+ T-cells from treatment-naive, chronic hepatitis C virus (CHC) patients with high or low viral loads. Results provide insight into molecular mechanisms underlying functional impairment differences between CD4+ and CD8+ T-cells  during CHC infection.",24130824,GPL570,in situ oligonucleotide,54675,1,30,transformed count,GSE49954,none,data/GEO_v2/datasets/GDS4880.csv,958,cell type,2,"{'CD4+ T-cells': 15, 'CD8+ T-cells': 15}","{'CD4+ T-cells': 0, 'CD8+ T-cells': 1}"
GDS4984,IGHV mutated/unmutated Mantle Cell Lymphoma patients: B cell lymphocytes,Analysis of B cell lymphocytes from Mantle Cell Lymphoma (MCL) patients with unmutated or mutated immunoglobulin heavy chain variable (IGHV) genes. Results provide insight into the effect of IGHV mutational status on MCL clinical features.,"['22915760', '25092176']",GPL570,in situ oligonucleotide,54675,1,38,transformed count,GSE36000,none,data/GEO_v2/datasets/GDS4984.csv,958,genotype/variation,2,"{'IGHV mutated': 24, 'IGHV unmutated': 14}","{'IGHV mutated': 0, 'IGHV unmutated': 1}"
GDS5045,Prechondrocytes,Analysis of LCM-isolated prechondrocytes in chondrogenic condensations and total limb cells at week 6 of embryogenesis. Results provide insight into molecular mechanisms distinguishing prechondrocytes from other cell lineages in developing limbs.,24371811,GPL570,in situ oligonucleotide,54675,1,12,transformed count,GSE51812,none,data/GEO_v2/datasets/GDS5045.csv,958,cell type,2,"{'chondrocyte condensation': 6, 'remaining limb cells': 6}","{'chondrocyte condensation': 0, 'remaining limb cells': 1}"
GDS5626,pH1N1 influenza virus infection of interferon regulatory factor 7-deficient peripheral blood mononuclear cells: time course,Analysis of PBMCs isolated from an IRF7-deficient patient and infected with influenza A/CA/4/2009 for up to 16 hrs. Transcription factor IRF7 amplifies type I and III interferon response to viruses. Results provide insight into the role of IRF7 in antiviral immunity.,25814066,GPL10558,oligonucleotide beads,48107,1,18,transformed count,GSE66486,none,data/GEO_v2/datasets/GDS5626.csv,896,individual,6,"{'healthy donor 1': 3, 'healthy donor 2': 3, 'healthy donor 3': 3, 'healthy donor 4': 3, 'IRF7-deficient patient': 3, 'UNC93B-deficient patient': 3}","{'healthy donor 1': 0, 'healthy donor 2': 0, 'healthy donor 3': 0, 'healthy donor 4': 0, 'IRF7-deficient patient': 1, 'UNC93B-deficient patient': 1}"
GDS5626,pH1N1 influenza virus infection of interferon regulatory factor 7-deficient peripheral blood mononuclear cells: time course,Analysis of PBMCs isolated from an IRF7-deficient patient and infected with influenza A/CA/4/2009 for up to 16 hrs. Transcription factor IRF7 amplifies type I and III interferon response to viruses. Results provide insight into the role of IRF7 in antiviral immunity.,25814066,GPL10558,oligonucleotide beads,48107,1,18,transformed count,GSE66486,none,data/GEO_v2/datasets/GDS5626.csv,896,infection,2,"{'influenza virus A/CA/4/2009': 12, 'uninfected': 6}","{'influenza virus A/CA/4/2009': 0, 'uninfected': 1}"
GDS4906,Exercise training effect on chronic obstructive pulmonary disease patients: vastus lateralis muscle,Analysis of muscle from chronic obstructive pulmonary disease (COPD) patients before and after 8 weeks of exercise training. Skeletal muscle dysfunction and muscle wasting are hallmark systemic effects of COPD. Results provide insight into molecular mechanisms underlying COPD muscle degeneration.,21909251,GPL570,in situ oligonucleotide,54675,1,54,transformed count,GSE27536,none,data/GEO_v2/datasets/GDS4906.csv,958,disease state,2,"{'chronic obstructive pulmonary disease': 30, 'healthy': 24}","{'chronic obstructive pulmonary disease': 0, 'healthy': 1}"
GDS4906,Exercise training effect on chronic obstructive pulmonary disease patients: vastus lateralis muscle,Analysis of muscle from chronic obstructive pulmonary disease (COPD) patients before and after 8 weeks of exercise training. Skeletal muscle dysfunction and muscle wasting are hallmark systemic effects of COPD. Results provide insight into molecular mechanisms underlying COPD muscle degeneration.,21909251,GPL570,in situ oligonucleotide,54675,1,54,transformed count,GSE27536,none,data/GEO_v2/datasets/GDS4906.csv,958,protocol,2,"{'sedentary': 27, 'exercise trained': 27}","{'sedentary': 0, 'exercise trained': 1}"
GDS4906,Exercise training effect on chronic obstructive pulmonary disease patients: vastus lateralis muscle,Analysis of muscle from chronic obstructive pulmonary disease (COPD) patients before and after 8 weeks of exercise training. Skeletal muscle dysfunction and muscle wasting are hallmark systemic effects of COPD. Results provide insight into molecular mechanisms underlying COPD muscle degeneration.,21909251,GPL570,in situ oligonucleotide,54675,1,54,transformed count,GSE27536,none,data/GEO_v2/datasets/GDS4906.csv,958,other,2,"{'BMI: normal': 42, 'BMI: low': 12}","{'BMI: normal': 0, 'BMI: low': 1}"
GDS3459,Frontotemporal lobar degeneration with ubiquitinated inclusions and progranulin mutations: various brain regions,Analysis of various brain regions of patients who suffered from frontotemporal lobar degeneration with ubiquitinated inclusions (FTLD-U). Presence of progranulin (GRN) mutations determined. GRN mutations are associated with FTLD-U. Results identify expression signatures for GRN subtypes of FTLD-U.,18223198,GPL571,in situ oligonucleotide,22277,1,56,transformed count,GSE13162,none,data/GEO_v2/datasets/GDS3459.csv,958,disease state,3,"{'FTLD-U without progranulin mutation': 24, 'control': 17, 'FTLD-U with progranulin mutation': 15}","{'FTLD-U without progranulin mutation': 1, 'control': 0, 'FTLD-U with progranulin mutation': 1}"
GDS3459,Frontotemporal lobar degeneration with ubiquitinated inclusions and progranulin mutations: various brain regions,Analysis of various brain regions of patients who suffered from frontotemporal lobar degeneration with ubiquitinated inclusions (FTLD-U). Presence of progranulin (GRN) mutations determined. GRN mutations are associated with FTLD-U. Results identify expression signatures for GRN subtypes of FTLD-U.,18223198,GPL571,in situ oligonucleotide,22277,1,56,transformed count,GSE13162,none,data/GEO_v2/datasets/GDS3459.csv,958,tissue,3,"{'frontal': 24, 'cerebellum': 17, 'hippocampus': 15}","{'frontal': 0, 'cerebellum': 0, 'hippocampus': 1}"
GDS3459,Frontotemporal lobar degeneration with ubiquitinated inclusions and progranulin mutations: various brain regions,Analysis of various brain regions of patients who suffered from frontotemporal lobar degeneration with ubiquitinated inclusions (FTLD-U). Presence of progranulin (GRN) mutations determined. GRN mutations are associated with FTLD-U. Results identify expression signatures for GRN subtypes of FTLD-U.,18223198,GPL571,in situ oligonucleotide,22277,1,56,transformed count,GSE13162,none,data/GEO_v2/datasets/GDS3459.csv,958,tissue,3,"{'frontal': 24, 'cerebellum': 17, 'hippocampus': 15}","{'frontal': 0, 'cerebellum': 1, 'hippocampus': 0}"
GDS3459,Frontotemporal lobar degeneration with ubiquitinated inclusions and progranulin mutations: various brain regions,Analysis of various brain regions of patients who suffered from frontotemporal lobar degeneration with ubiquitinated inclusions (FTLD-U). Presence of progranulin (GRN) mutations determined. GRN mutations are associated with FTLD-U. Results identify expression signatures for GRN subtypes of FTLD-U.,18223198,GPL571,in situ oligonucleotide,22277,1,56,transformed count,GSE13162,none,data/GEO_v2/datasets/GDS3459.csv,958,tissue,3,"{'frontal': 24, 'cerebellum': 17, 'hippocampus': 15}","{'frontal': 1, 'cerebellum': 0, 'hippocampus': 0}"
GDS1407,Leukocyte inflammatory responses to lipopolysaccharide,Analysis of whole blood following 4 hour treatment with lipolysaccharide (LPS). Leukocytes from individuals with high and low responses to LPS examined. LPS response assessed by measuring cytokine production. Results provide insight into the variability of LPS responses between individuals.,16081831,GPL8300,in situ oligonucleotide,12625,1,12,transformed count,GSE3491,none,data/GEO_v2/datasets/GDS1407.csv,827,agent,2,"{'untreated': 6, 'LPS': 6}","{'untreated': 0, 'LPS': 1}"
GDS1407,Leukocyte inflammatory responses to lipopolysaccharide,Analysis of whole blood following 4 hour treatment with lipolysaccharide (LPS). Leukocytes from individuals with high and low responses to LPS examined. LPS response assessed by measuring cytokine production. Results provide insight into the variability of LPS responses between individuals.,16081831,GPL8300,in situ oligonucleotide,12625,1,12,transformed count,GSE3491,none,data/GEO_v2/datasets/GDS1407.csv,827,other,2,"{'low response': 6, 'high response': 6}","{'low response': 0, 'high response': 1}"
GDS2856,Peripheral blood-derived monocytes response to lipopolysaccharide: time course,Analysis of peripheral blood-derived monocytes at various time points up to 24 hours following treatment with lipopolysaccharide. Results compared with those obtained from Massively Parallel Signature Sequencing.,"['15668391', '17913878']",GPL570,in situ oligonucleotide,54675,1,10,transformed count,GSE5504,none,data/GEO_v2/datasets/GDS2856.csv,958,agent,2,"{'lipopolysaccharide': 8, 'control': 2}","{'lipopolysaccharide': 0, 'control': 1}"
GDS5178,Pre-B cell colony enhancing factor depletion effect on pulmonary microvascular endothelial cell,Analysis of pulmonary microvascular endothelial cells depleted for pre-B cell colony enhancing factor (PBEF). Results provide insight into the role of PBEF in the endothelium.,22487217,GPL570,in situ oligonucleotide,54675,1,6,transformed count,GSE34512,none,data/GEO_v2/datasets/GDS5178.csv,958,protocol,2,"{'PBEF knockdown': 3, 'control': 3}","{'PBEF knockdown': 0, 'control': 1}"
GDS2386,Cardiac allograft rejection and response to immunosuppressive therapy: peripheral blood,Analysis of peripheral blood from cardiac transplant patients with allograft rejection and from the same patients after resolution of rejection with augmented immunosuppression. Results provide insight into potential use of peripheral blood profiling for detection of cardiac allograft rejection.,15583081,GPL96,in situ oligonucleotide,22283,1,21,transformed count,GSE5967,none,data/GEO_v2/datasets/GDS2386.csv,958,individual,3,"{'rejection': 7, 'postrejection': 7, 'control (no rejection)': 7}","{'rejection': 0, 'postrejection': 0, 'control (no rejection)': 1}"
GDS3257,Cigarette smoking effect on lung adenocarcinoma,"Analysis of different tumor stage adenocarcinoma and paired normal lung tissues of current, former and never smokers. To date, tobacco smoking is responsible for over 90% of lung cancers. Results provide insight into the molecular basis of lung carcinogenesis induced by smoking.",18297132,GPL96,in situ oligonucleotide,22283,1,107,transformed count,GSE10072,none,data/GEO_v2/datasets/GDS3257.csv,958,tissue,2,"{'tumor': 58, 'normal': 49}","{'tumor': 0, 'normal': 1}"
GDS3257,Cigarette smoking effect on lung adenocarcinoma,"Analysis of different tumor stage adenocarcinoma and paired normal lung tissues of current, former and never smokers. To date, tobacco smoking is responsible for over 90% of lung cancers. Results provide insight into the molecular basis of lung carcinogenesis induced by smoking.",18297132,GPL96,in situ oligonucleotide,22283,1,107,transformed count,GSE10072,none,data/GEO_v2/datasets/GDS3257.csv,958,individual,3,"{'current smoker': 40, 'former smoker': 36, 'never smoker': 31}","{'current smoker': 0, 'former smoker': 0, 'never smoker': 1}"
GDS3257,Cigarette smoking effect on lung adenocarcinoma,"Analysis of different tumor stage adenocarcinoma and paired normal lung tissues of current, former and never smokers. To date, tobacco smoking is responsible for over 90% of lung cancers. Results provide insight into the molecular basis of lung carcinogenesis induced by smoking.",18297132,GPL96,in situ oligonucleotide,22283,1,107,transformed count,GSE10072,none,data/GEO_v2/datasets/GDS3257.csv,958,gender,2,"{'male': 69, 'female': 38}","{'male': 0, 'female': 1}"
GDS3257,Cigarette smoking effect on lung adenocarcinoma,"Analysis of different tumor stage adenocarcinoma and paired normal lung tissues of current, former and never smokers. To date, tobacco smoking is responsible for over 90% of lung cancers. Results provide insight into the molecular basis of lung carcinogenesis induced by smoking.",18297132,GPL96,in situ oligonucleotide,22283,1,107,transformed count,GSE10072,none,data/GEO_v2/datasets/GDS3257.csv,958,other,2,"{'early stage tumor tissue': 80, 'late stage tumor tissue': 27}","{'early stage tumor tissue': 0, 'late stage tumor tissue': 1}"
GDS5367,miR-542-3p overexpression effect on TP53 wild-type osteosarcoma cell line,Analysis of U2OS osteosarcoma cells overexpressing miR-542-3p. U2OS contains wild-type p53 tumor suppressor TP53. Results provide insight into the function of miR-542-3p and its role in regulating the expression and function of p53.,24762395,GPL10558,oligonucleotide beads,48107,1,6,transformed count,GSE47363,none,data/GEO_v2/datasets/GDS5367.csv,965,protocol,2,"{'control': 3, 'miR-542-3p overexpression': 3}","{'control': 0, 'miR-542-3p overexpression': 1}"
GDS4800,H3K9me2 methyltransferase G9a depletion effect on breast cancer cell line,"Analysis of MDA-MB231 breast cancer cells depleted for G9a, a methyltransferase that mediates histone H3 lysine-9 di-methylation (H3K9me2). G9a depletion inhibits migratory ability and invasiveness of MDA-MB231 cells. Results provide insight into role of G9a and H3K9me2 in breast cancer progression.","['22406531', '23453623']",GPL6244,in situ oligonucleotide,33297,1,6,transformed count,GSE34925,none,data/GEO_v2/datasets/GDS4800.csv,959,genotype/variation,2,"{'control': 3, 'G9a depletion': 3}","{'control': 0, 'G9a depletion': 1}"
GDS5275,Oral ruxolinitib effect on alopecia areata patients: scalp skin,Analysis of scalp skin from two alopecia areata (AA) patients treated with oral ruxolitinib for 12 weeks. AA is a T-cell mediated autoimmune disease. Ruxolitinib is a small-molecule inhibitor of the JAK1/2 kinases. Results provide insight into molecular mechanisms underlying the pathogenesis of AA.,25129481,GPL570,in situ oligonucleotide,54675,1,7,transformed count,GSE58573,none,data/GEO_v2/datasets/GDS5275.csv,958,disease state,2,"{'alopecia areata': 4, 'normal': 3}","{'alopecia areata': 0, 'normal': 1}"
GDS5275,Oral ruxolinitib effect on alopecia areata patients: scalp skin,Analysis of scalp skin from two alopecia areata (AA) patients treated with oral ruxolitinib for 12 weeks. AA is a T-cell mediated autoimmune disease. Ruxolitinib is a small-molecule inhibitor of the JAK1/2 kinases. Results provide insight into molecular mechanisms underlying the pathogenesis of AA.,25129481,GPL570,in situ oligonucleotide,54675,1,7,transformed count,GSE58573,none,data/GEO_v2/datasets/GDS5275.csv,958,agent,2,"{'untreated': 5, 'ruxolinitib': 2}","{'untreated': 0, 'ruxolinitib': 1}"
GDS4403,Endothelial progenitor cells from cord blood and adult peripheral blood,Analysis of outgrown endothelial progenitor cells (EPC) isolated from 2 different sources: cord blood or adult peripheral blood. EPC from these different anatomic locations possess unique biological properties. Results provide insight into the underlying molecular mechanisms of these properties.,22943456,GPL570,in situ oligonucleotide,54675,1,4,transformed count,GSE39763,none,data/GEO_v2/datasets/GDS4403.csv,958,tissue,2,"{'cord blood': 2, 'peripheral blood': 2}","{'cord blood': 0, 'peripheral blood': 1}"
GDS4833,Cediranib effect on metastatic alveolar soft part sarcoma,"Analysis of metastatic alveolar soft part sarcoma (ASPS) biopsies from patients treated with cediranib, a small-molecule inhibitor of vascular endothelial growth factor receptors. Results provide insight into molecular mechanisms underlying the substantial single-agent activity of cediranib on ASPS.",23630200,GPL570,in situ oligonucleotide,54675,1,12,transformed count,GSE32569,none,data/GEO_v2/datasets/GDS4833.csv,958,agent,2,"{'control': 6, 'Cediranib': 6}","{'control': 0, 'Cediranib': 1}"
GDS4764,Dual specificity phosphatase-4 loss effect on basal-like breast cancer cell lines,Analysis of basal-like breast cancer (BLBC) cell lines following DUSP4-knockdown or MAP-ERK kinase (MEK)-inhibition with AZD6244/selumetinib (up to 24hr). Results provide insight into role of DUSP4 in promoting cancer stem cell-like phenotypes in BLBC.,23966295,GPL11532,in situ oligonucleotide,33297,1,36,transformed count,GSE41816,none,data/GEO_v2/datasets/GDS4764.csv,948,cell line,3,"{'SUM159PT': 12, 'MDA231': 12, 'BT549': 12}","{'SUM159PT': 0, 'MDA231': 0, 'BT549': 1}"
GDS4764,Dual specificity phosphatase-4 loss effect on basal-like breast cancer cell lines,Analysis of basal-like breast cancer (BLBC) cell lines following DUSP4-knockdown or MAP-ERK kinase (MEK)-inhibition with AZD6244/selumetinib (up to 24hr). Results provide insight into role of DUSP4 in promoting cancer stem cell-like phenotypes in BLBC.,23966295,GPL11532,in situ oligonucleotide,33297,1,36,transformed count,GSE41816,none,data/GEO_v2/datasets/GDS4764.csv,948,cell line,3,"{'SUM159PT': 12, 'MDA231': 12, 'BT549': 12}","{'SUM159PT': 0, 'MDA231': 1, 'BT549': 0}"
GDS4764,Dual specificity phosphatase-4 loss effect on basal-like breast cancer cell lines,Analysis of basal-like breast cancer (BLBC) cell lines following DUSP4-knockdown or MAP-ERK kinase (MEK)-inhibition with AZD6244/selumetinib (up to 24hr). Results provide insight into role of DUSP4 in promoting cancer stem cell-like phenotypes in BLBC.,23966295,GPL11532,in situ oligonucleotide,33297,1,36,transformed count,GSE41816,none,data/GEO_v2/datasets/GDS4764.csv,948,cell line,3,"{'SUM159PT': 12, 'MDA231': 12, 'BT549': 12}","{'SUM159PT': 1, 'MDA231': 0, 'BT549': 0}"
GDS4764,Dual specificity phosphatase-4 loss effect on basal-like breast cancer cell lines,Analysis of basal-like breast cancer (BLBC) cell lines following DUSP4-knockdown or MAP-ERK kinase (MEK)-inhibition with AZD6244/selumetinib (up to 24hr). Results provide insight into role of DUSP4 in promoting cancer stem cell-like phenotypes in BLBC.,23966295,GPL11532,in situ oligonucleotide,33297,1,36,transformed count,GSE41816,none,data/GEO_v2/datasets/GDS4764.csv,948,genotype/variation,2,"{'si CONTROL': 27, 'si DUSP4': 9}","{'si CONTROL': 0, 'si DUSP4': 1}"
GDS4158,LNCap prostate cancer cell line response to loss of COnstitutive Photomorphogenic-1 and ETV1,Analysis of LNCap prostate cancer (PC) cells following siRNA-mediated knockdown of COP1 and ETV1. Ubiquitin ligase COP1 (RFWD2) negatively regulates proto-oncogene ETV1 which has been linked to PC. Results provide insight into the role of COP1 as a tumor suppressor in PC.,21572435,GPL570,in situ oligonucleotide,54675,1,16,transformed count,GSE27914,none,data/GEO_v2/datasets/GDS4158.csv,958,genotype/variation,3,"{'COP1 knockdown': 6, 'COP1.ETV1 knockdown': 6, 'control': 4}","{'COP1 knockdown': 0, 'COP1.ETV1 knockdown': 0, 'control': 1}"
GDS3837,Non-small cell lung carcinoma in female nonsmokers,Analysis of paired tumor and adjacent normal lung tissue specimens obtained from nonsmoking female non-small cell lung carcinoma (NSCLC) patients in Taiwan. Results provide insight into potential prognostic biomarkers and therapeutic targets for NSCLC.,20802022,GPL570,in situ oligonucleotide,54675,1,120,transformed count,GSE19804,none,data/GEO_v2/datasets/GDS3837.csv,958,disease state,2,"{'lung cancer': 60, 'control': 60}","{'lung cancer': 0, 'control': 1}"
GDS2822,Placental malaria,Analysis of inflamed placentas from patients with chronic placental malaria (PM). Chronic inflammation during PM is frequent in first time mothers and is associated with poor maternal and fetal outcomes. Results provide insight into the pathogenesis of chronic PM.,17579077,GPL570,in situ oligonucleotide,54675,1,20,transformed count,GSE7586,none,data/GEO_v2/datasets/GDS2822.csv,958,disease state,3,"{'control': 10, 'chronic malaria': 7, 'acute malaria': 3}","{'control': 0, 'chronic malaria': 1, 'acute malaria': 1}"
GDS2822,Placental malaria,Analysis of inflamed placentas from patients with chronic placental malaria (PM). Chronic inflammation during PM is frequent in first time mothers and is associated with poor maternal and fetal outcomes. Results provide insight into the pathogenesis of chronic PM.,17579077,GPL570,in situ oligonucleotide,54675,1,20,transformed count,GSE7586,none,data/GEO_v2/datasets/GDS2822.csv,958,other,2,"{'uninflamed': 12, 'inflamed': 8}","{'uninflamed': 0, 'inflamed': 1}"
