name,title,description,pubmed_id,platform,platform_technology_type,feature_count,channel_count,sample_count,value_type,reference_series,order,file_location,num_L1000_genes,target_column,num_classes,class_distribution,class_mapping,is_train
GDS3057,Acute myeloid leukemia,Comparison of leukemic blasts from 26 acute myeloid leukemia (AML) patients with normal hematopoietic cells at a variety of different stages of maturation from 38 healthy donors. Results provide insight into the possible clinical significance of those genes with AML-specific expression changes.,17910043,GPL96,in situ oligonucleotide,22283,1,64,transformed count,GSE9476,none,data/GEO_v2/datasets/GDS3057.csv,958,disease state,2,"{'normal': 38, 'leukemia': 26}","{'normal': 0, 'leukemia': 1}",True
GDS3057,Acute myeloid leukemia,Comparison of leukemic blasts from 26 acute myeloid leukemia (AML) patients with normal hematopoietic cells at a variety of different stages of maturation from 38 healthy donors. Results provide insight into the possible clinical significance of those genes with AML-specific expression changes.,17910043,GPL96,in situ oligonucleotide,22283,1,64,transformed count,GSE9476,none,data/GEO_v2/datasets/GDS3057.csv,958,cell type,4,"{'peripheral blood': 29, 'bone marrow': 17, 'PBSC CD34plus': 10, 'bone marrow CD34plus': 8}","{'peripheral blood': 0, 'bone marrow': 1, 'PBSC CD34plus': 0, 'bone marrow CD34plus': 1}",True
GDS3057,Acute myeloid leukemia,Comparison of leukemic blasts from 26 acute myeloid leukemia (AML) patients with normal hematopoietic cells at a variety of different stages of maturation from 38 healthy donors. Results provide insight into the possible clinical significance of those genes with AML-specific expression changes.,17910043,GPL96,in situ oligonucleotide,22283,1,64,transformed count,GSE9476,none,data/GEO_v2/datasets/GDS3057.csv,958,cell type,4,"{'peripheral blood': 29, 'bone marrow': 17, 'PBSC CD34plus': 10, 'bone marrow CD34plus': 8}","{'peripheral blood': 0, 'bone marrow': 0, 'PBSC CD34plus': 1, 'bone marrow CD34plus': 1}",True
GDS3885,"Glioblastoma stem-like cell lines, glioblastomas, and glioma cell lines","Analysis of glioblastoma stem-like (GS) cell lines, corresponding glioblastoma primary tumors, conventional glioma cell lines, and GS neurospheres. Results provide insight into cell lines recapitulating transcriptional aspects of glioblastomas, thereby allowing identification of therapeutic targets.","['21294158', '18037961', '25543125']",GPL570,in situ oligonucleotide,54675,1,92,transformed count,GSE23806,none,data/GEO_v2/datasets/GDS3885.csv,958,specimen,7,"{'conventional glioma cell line': 32, 'GSf (full) cell line': 15, 'GSr (restricted) cell line': 12, 'GS primary tumor': 12, 'GSr (restricted) neurosphere': 9, 'GSf (full) neurosphere': 8, 'monolayer culture, ML': 4}","{'conventional glioma cell line': 1, 'GSf (full) cell line': 0, 'GSr (restricted) cell line': 0, 'GS primary tumor': 0, 'GSr (restricted) neurosphere': 0, 'GSf (full) neurosphere': 0, 'monolayer culture, ML': 0}",False
GDS3885,"Glioblastoma stem-like cell lines, glioblastomas, and glioma cell lines","Analysis of glioblastoma stem-like (GS) cell lines, corresponding glioblastoma primary tumors, conventional glioma cell lines, and GS neurospheres. Results provide insight into cell lines recapitulating transcriptional aspects of glioblastomas, thereby allowing identification of therapeutic targets.","['21294158', '18037961', '25543125']",GPL570,in situ oligonucleotide,54675,1,92,transformed count,GSE23806,none,data/GEO_v2/datasets/GDS3885.csv,958,specimen,7,"{'conventional glioma cell line': 32, 'GSf (full) cell line': 15, 'GSr (restricted) cell line': 12, 'GS primary tumor': 12, 'GSr (restricted) neurosphere': 9, 'GSf (full) neurosphere': 8, 'monolayer culture, ML': 4}","{'conventional glioma cell line': 0, 'GSf (full) cell line': 1, 'GSr (restricted) cell line': 1, 'GS primary tumor': 0, 'GSr (restricted) neurosphere': 0, 'GSf (full) neurosphere': 0, 'monolayer culture, ML': 0}",False
GDS3885,"Glioblastoma stem-like cell lines, glioblastomas, and glioma cell lines","Analysis of glioblastoma stem-like (GS) cell lines, corresponding glioblastoma primary tumors, conventional glioma cell lines, and GS neurospheres. Results provide insight into cell lines recapitulating transcriptional aspects of glioblastomas, thereby allowing identification of therapeutic targets.","['21294158', '18037961', '25543125']",GPL570,in situ oligonucleotide,54675,1,92,transformed count,GSE23806,none,data/GEO_v2/datasets/GDS3885.csv,958,specimen,7,"{'conventional glioma cell line': 32, 'GSf (full) cell line': 15, 'GSr (restricted) cell line': 12, 'GS primary tumor': 12, 'GSr (restricted) neurosphere': 9, 'GSf (full) neurosphere': 8, 'monolayer culture, ML': 4}","{'conventional glioma cell line': 0, 'GSf (full) cell line': 0, 'GSr (restricted) cell line': 0, 'GS primary tumor': 1, 'GSr (restricted) neurosphere': 0, 'GSf (full) neurosphere': 0, 'monolayer culture, ML': 0}",False
GDS4358,Two types of HIV-associated neurocognitive impairment: brain regions,"Analysis of basal ganglia, frontal cortex, and white matter from HIV patients with HIV-associated dementia (HAD) or HAD plus HIV encephalitis (HIVE). Results provide insight into molecular events of neurological impairment and inflammation associated with HIV infection in different brain regions.",23049970,GPL570,in situ oligonucleotide,54675,1,72,transformed count,GSE35864,none,data/GEO_v2/datasets/GDS4358.csv,958,disease state,4,"{'HIV + HAD': 21, 'control': 18, 'HIV': 18, 'HIV + HAD + HIVE': 15}","{'HIV + HAD': 0, 'control': 0, 'HIV': 0, 'HIV + HAD + HIVE': 1}",True
GDS4358,Two types of HIV-associated neurocognitive impairment: brain regions,"Analysis of basal ganglia, frontal cortex, and white matter from HIV patients with HIV-associated dementia (HAD) or HAD plus HIV encephalitis (HIVE). Results provide insight into molecular events of neurological impairment and inflammation associated with HIV infection in different brain regions.",23049970,GPL570,in situ oligonucleotide,54675,1,72,transformed count,GSE35864,none,data/GEO_v2/datasets/GDS4358.csv,958,disease state,4,"{'HIV + HAD': 21, 'control': 18, 'HIV': 18, 'HIV + HAD + HIVE': 15}","{'HIV + HAD': 0, 'control': 0, 'HIV': 1, 'HIV + HAD + HIVE': 0}",True
GDS4358,Two types of HIV-associated neurocognitive impairment: brain regions,"Analysis of basal ganglia, frontal cortex, and white matter from HIV patients with HIV-associated dementia (HAD) or HAD plus HIV encephalitis (HIVE). Results provide insight into molecular events of neurological impairment and inflammation associated with HIV infection in different brain regions.",23049970,GPL570,in situ oligonucleotide,54675,1,72,transformed count,GSE35864,none,data/GEO_v2/datasets/GDS4358.csv,958,disease state,4,"{'HIV + HAD': 21, 'control': 18, 'HIV': 18, 'HIV + HAD + HIVE': 15}","{'HIV + HAD': 1, 'control': 0, 'HIV': 0, 'HIV + HAD + HIVE': 0}",True
GDS4358,Two types of HIV-associated neurocognitive impairment: brain regions,"Analysis of basal ganglia, frontal cortex, and white matter from HIV patients with HIV-associated dementia (HAD) or HAD plus HIV encephalitis (HIVE). Results provide insight into molecular events of neurological impairment and inflammation associated with HIV infection in different brain regions.",23049970,GPL570,in situ oligonucleotide,54675,1,72,transformed count,GSE35864,none,data/GEO_v2/datasets/GDS4358.csv,958,tissue,3,"{'Basal ganglia': 24, 'Frontal cortex': 24, 'White matter': 24}","{'Basal ganglia': 0, 'Frontal cortex': 0, 'White matter': 1}",True
GDS4358,Two types of HIV-associated neurocognitive impairment: brain regions,"Analysis of basal ganglia, frontal cortex, and white matter from HIV patients with HIV-associated dementia (HAD) or HAD plus HIV encephalitis (HIVE). Results provide insight into molecular events of neurological impairment and inflammation associated with HIV infection in different brain regions.",23049970,GPL570,in situ oligonucleotide,54675,1,72,transformed count,GSE35864,none,data/GEO_v2/datasets/GDS4358.csv,958,tissue,3,"{'Basal ganglia': 24, 'Frontal cortex': 24, 'White matter': 24}","{'Basal ganglia': 0, 'Frontal cortex': 1, 'White matter': 0}",True
GDS4358,Two types of HIV-associated neurocognitive impairment: brain regions,"Analysis of basal ganglia, frontal cortex, and white matter from HIV patients with HIV-associated dementia (HAD) or HAD plus HIV encephalitis (HIVE). Results provide insight into molecular events of neurological impairment and inflammation associated with HIV infection in different brain regions.",23049970,GPL570,in situ oligonucleotide,54675,1,72,transformed count,GSE35864,none,data/GEO_v2/datasets/GDS4358.csv,958,tissue,3,"{'Basal ganglia': 24, 'Frontal cortex': 24, 'White matter': 24}","{'Basal ganglia': 1, 'Frontal cortex': 0, 'White matter': 0}",True
GDS4906,Exercise training effect on chronic obstructive pulmonary disease patients: vastus lateralis muscle,Analysis of muscle from chronic obstructive pulmonary disease (COPD) patients before and after 8 weeks of exercise training. Skeletal muscle dysfunction and muscle wasting are hallmark systemic effects of COPD. Results provide insight into molecular mechanisms underlying COPD muscle degeneration.,21909251,GPL570,in situ oligonucleotide,54675,1,54,transformed count,GSE27536,none,data/GEO_v2/datasets/GDS4906.csv,958,disease state,2,"{'chronic obstructive pulmonary disease': 30, 'healthy': 24}","{'chronic obstructive pulmonary disease': 0, 'healthy': 1}",True
GDS4906,Exercise training effect on chronic obstructive pulmonary disease patients: vastus lateralis muscle,Analysis of muscle from chronic obstructive pulmonary disease (COPD) patients before and after 8 weeks of exercise training. Skeletal muscle dysfunction and muscle wasting are hallmark systemic effects of COPD. Results provide insight into molecular mechanisms underlying COPD muscle degeneration.,21909251,GPL570,in situ oligonucleotide,54675,1,54,transformed count,GSE27536,none,data/GEO_v2/datasets/GDS4906.csv,958,protocol,2,"{'sedentary': 27, 'exercise trained': 27}","{'sedentary': 0, 'exercise trained': 1}",True
GDS4906,Exercise training effect on chronic obstructive pulmonary disease patients: vastus lateralis muscle,Analysis of muscle from chronic obstructive pulmonary disease (COPD) patients before and after 8 weeks of exercise training. Skeletal muscle dysfunction and muscle wasting are hallmark systemic effects of COPD. Results provide insight into molecular mechanisms underlying COPD muscle degeneration.,21909251,GPL570,in situ oligonucleotide,54675,1,54,transformed count,GSE27536,none,data/GEO_v2/datasets/GDS4906.csv,958,other,2,"{'BMI: normal': 42, 'BMI: low': 12}","{'BMI: normal': 0, 'BMI: low': 1}",True
GDS3459,Frontotemporal lobar degeneration with ubiquitinated inclusions and progranulin mutations: various brain regions,Analysis of various brain regions of patients who suffered from frontotemporal lobar degeneration with ubiquitinated inclusions (FTLD-U). Presence of progranulin (GRN) mutations determined. GRN mutations are associated with FTLD-U. Results identify expression signatures for GRN subtypes of FTLD-U.,18223198,GPL571,in situ oligonucleotide,22277,1,56,transformed count,GSE13162,none,data/GEO_v2/datasets/GDS3459.csv,958,disease state,3,"{'FTLD-U without progranulin mutation': 24, 'control': 17, 'FTLD-U with progranulin mutation': 15}","{'FTLD-U without progranulin mutation': 0, 'control': 1, 'FTLD-U with progranulin mutation': 0}",False
GDS3459,Frontotemporal lobar degeneration with ubiquitinated inclusions and progranulin mutations: various brain regions,Analysis of various brain regions of patients who suffered from frontotemporal lobar degeneration with ubiquitinated inclusions (FTLD-U). Presence of progranulin (GRN) mutations determined. GRN mutations are associated with FTLD-U. Results identify expression signatures for GRN subtypes of FTLD-U.,18223198,GPL571,in situ oligonucleotide,22277,1,56,transformed count,GSE13162,none,data/GEO_v2/datasets/GDS3459.csv,958,tissue,3,"{'frontal': 24, 'cerebellum': 17, 'hippocampus': 15}","{'frontal': 0, 'cerebellum': 0, 'hippocampus': 1}",False
GDS3459,Frontotemporal lobar degeneration with ubiquitinated inclusions and progranulin mutations: various brain regions,Analysis of various brain regions of patients who suffered from frontotemporal lobar degeneration with ubiquitinated inclusions (FTLD-U). Presence of progranulin (GRN) mutations determined. GRN mutations are associated with FTLD-U. Results identify expression signatures for GRN subtypes of FTLD-U.,18223198,GPL571,in situ oligonucleotide,22277,1,56,transformed count,GSE13162,none,data/GEO_v2/datasets/GDS3459.csv,958,tissue,3,"{'frontal': 24, 'cerebellum': 17, 'hippocampus': 15}","{'frontal': 0, 'cerebellum': 1, 'hippocampus': 0}",False
GDS3459,Frontotemporal lobar degeneration with ubiquitinated inclusions and progranulin mutations: various brain regions,Analysis of various brain regions of patients who suffered from frontotemporal lobar degeneration with ubiquitinated inclusions (FTLD-U). Presence of progranulin (GRN) mutations determined. GRN mutations are associated with FTLD-U. Results identify expression signatures for GRN subtypes of FTLD-U.,18223198,GPL571,in situ oligonucleotide,22277,1,56,transformed count,GSE13162,none,data/GEO_v2/datasets/GDS3459.csv,958,tissue,3,"{'frontal': 24, 'cerebellum': 17, 'hippocampus': 15}","{'frontal': 1, 'cerebellum': 0, 'hippocampus': 0}",False
GDS3257,Cigarette smoking effect on lung adenocarcinoma,"Analysis of different tumor stage adenocarcinoma and paired normal lung tissues of current, former and never smokers. To date, tobacco smoking is responsible for over 90% of lung cancers. Results provide insight into the molecular basis of lung carcinogenesis induced by smoking.",18297132,GPL96,in situ oligonucleotide,22283,1,107,transformed count,GSE10072,none,data/GEO_v2/datasets/GDS3257.csv,958,tissue,2,"{'tumor': 58, 'normal': 49}","{'tumor': 0, 'normal': 1}",False
GDS3257,Cigarette smoking effect on lung adenocarcinoma,"Analysis of different tumor stage adenocarcinoma and paired normal lung tissues of current, former and never smokers. To date, tobacco smoking is responsible for over 90% of lung cancers. Results provide insight into the molecular basis of lung carcinogenesis induced by smoking.",18297132,GPL96,in situ oligonucleotide,22283,1,107,transformed count,GSE10072,none,data/GEO_v2/datasets/GDS3257.csv,958,individual,3,"{'current smoker': 40, 'former smoker': 36, 'never smoker': 31}","{'current smoker': 0, 'former smoker': 0, 'never smoker': 1}",False
GDS3257,Cigarette smoking effect on lung adenocarcinoma,"Analysis of different tumor stage adenocarcinoma and paired normal lung tissues of current, former and never smokers. To date, tobacco smoking is responsible for over 90% of lung cancers. Results provide insight into the molecular basis of lung carcinogenesis induced by smoking.",18297132,GPL96,in situ oligonucleotide,22283,1,107,transformed count,GSE10072,none,data/GEO_v2/datasets/GDS3257.csv,958,gender,2,"{'male': 69, 'female': 38}","{'male': 0, 'female': 1}",False
GDS3257,Cigarette smoking effect on lung adenocarcinoma,"Analysis of different tumor stage adenocarcinoma and paired normal lung tissues of current, former and never smokers. To date, tobacco smoking is responsible for over 90% of lung cancers. Results provide insight into the molecular basis of lung carcinogenesis induced by smoking.",18297132,GPL96,in situ oligonucleotide,22283,1,107,transformed count,GSE10072,none,data/GEO_v2/datasets/GDS3257.csv,958,other,2,"{'early stage tumor tissue': 80, 'late stage tumor tissue': 27}","{'early stage tumor tissue': 0, 'late stage tumor tissue': 1}",False
GDS3837,Non-small cell lung carcinoma in female nonsmokers,Analysis of paired tumor and adjacent normal lung tissue specimens obtained from nonsmoking female non-small cell lung carcinoma (NSCLC) patients in Taiwan. Results provide insight into potential prognostic biomarkers and therapeutic targets for NSCLC.,20802022,GPL570,in situ oligonucleotide,54675,1,120,transformed count,GSE19804,none,data/GEO_v2/datasets/GDS3837.csv,958,disease state,2,"{'lung cancer': 60, 'control': 60}","{'lung cancer': 0, 'control': 1}",True
GDS5093,Acute Dengue patients: whole blood,Analysis of blood from patients with acute Dengue virus (DENV) infection and during convalescence. Dengue is a mosquito-borne infectious disease and Dengue Hemorrhagic Fever is a life-threatening illness. Results provide insight into molecular mechanisms underlying host response to DENV infection.,24981333,GPL13158,in situ oligonucleotide,54715,1,56,transformed count,GSE51808,none,data/GEO_v2/datasets/GDS5093.csv,975,infection,2,"{'Dengue virus': 47, 'control': 9}","{'Dengue virus': 0, 'control': 1}",False
GDS5093,Acute Dengue patients: whole blood,Analysis of blood from patients with acute Dengue virus (DENV) infection and during convalescence. Dengue is a mosquito-borne infectious disease and Dengue Hemorrhagic Fever is a life-threatening illness. Results provide insight into molecular mechanisms underlying host response to DENV infection.,24981333,GPL13158,in situ oligonucleotide,54715,1,56,transformed count,GSE51808,none,data/GEO_v2/datasets/GDS5093.csv,975,disease state,4,"{'Convalescent': 19, 'Dengue Fever': 18, 'Dengue Hemorrhagic Fever': 10, 'healthy control': 9}","{'Convalescent': 1, 'Dengue Fever': 0, 'Dengue Hemorrhagic Fever': 0, 'healthy control': 0}",False
GDS5093,Acute Dengue patients: whole blood,Analysis of blood from patients with acute Dengue virus (DENV) infection and during convalescence. Dengue is a mosquito-borne infectious disease and Dengue Hemorrhagic Fever is a life-threatening illness. Results provide insight into molecular mechanisms underlying host response to DENV infection.,24981333,GPL13158,in situ oligonucleotide,54715,1,56,transformed count,GSE51808,none,data/GEO_v2/datasets/GDS5093.csv,975,disease state,4,"{'Convalescent': 19, 'Dengue Fever': 18, 'Dengue Hemorrhagic Fever': 10, 'healthy control': 9}","{'Convalescent': 0, 'Dengue Fever': 1, 'Dengue Hemorrhagic Fever': 1, 'healthy control': 0}",False
GDS3952,Breast cancer patients: peripheral blood mononuclear cells,"Analysis of PBMCs from breast cancer patients, patients with benign breast abnormalities, healthy individuals, and patients with other types of cancer (GI, brain). These results, together with results from a murine breast cancer model, provide insight into developing a human breast tumor predictor.",21781289,GPL570,in situ oligonucleotide,54675,1,162,transformed count,GSE27567,none,data/GEO_v2/datasets/GDS3952.csv,958,disease state,6,"{'malignant breast cancer': 51, 'benign breast abnormalities': 37, 'healthy': 31, 'ectopic (gastrointestinal and brain) cancers': 22, 'Post-Surgery (malignant)': 15, 'Pre-Surgery (malignant)': 6}","{'malignant breast cancer': 1, 'benign breast abnormalities': 0, 'healthy': 0, 'ectopic (gastrointestinal and brain) cancers': 0, 'Post-Surgery (malignant)': 0, 'Pre-Surgery (malignant)': 0}",False
GDS3952,Breast cancer patients: peripheral blood mononuclear cells,"Analysis of PBMCs from breast cancer patients, patients with benign breast abnormalities, healthy individuals, and patients with other types of cancer (GI, brain). These results, together with results from a murine breast cancer model, provide insight into developing a human breast tumor predictor.",21781289,GPL570,in situ oligonucleotide,54675,1,162,transformed count,GSE27567,none,data/GEO_v2/datasets/GDS3952.csv,958,disease state,6,"{'malignant breast cancer': 51, 'benign breast abnormalities': 37, 'healthy': 31, 'ectopic (gastrointestinal and brain) cancers': 22, 'Post-Surgery (malignant)': 15, 'Pre-Surgery (malignant)': 6}","{'malignant breast cancer': 0, 'benign breast abnormalities': 1, 'healthy': 1, 'ectopic (gastrointestinal and brain) cancers': 0, 'Post-Surgery (malignant)': 0, 'Pre-Surgery (malignant)': 0}",False
GDS3952,Breast cancer patients: peripheral blood mononuclear cells,"Analysis of PBMCs from breast cancer patients, patients with benign breast abnormalities, healthy individuals, and patients with other types of cancer (GI, brain). These results, together with results from a murine breast cancer model, provide insight into developing a human breast tumor predictor.",21781289,GPL570,in situ oligonucleotide,54675,1,162,transformed count,GSE27567,none,data/GEO_v2/datasets/GDS3952.csv,958,disease state,6,"{'malignant breast cancer': 51, 'benign breast abnormalities': 37, 'healthy': 31, 'ectopic (gastrointestinal and brain) cancers': 22, 'Post-Surgery (malignant)': 15, 'Pre-Surgery (malignant)': 6}","{'malignant breast cancer': 0, 'benign breast abnormalities': 0, 'healthy': 0, 'ectopic (gastrointestinal and brain) cancers': 1, 'Post-Surgery (malignant)': 0, 'Pre-Surgery (malignant)': 0}",False
GDS4549,Pulmonary fibrosis with associated pulmonary hypertension: lung explants,"Analysis of lung from pulmonary fibrosis (PF) patients divided into different groups based on the mean pulmonary arterial pressure (mPAP): severe pulmonary hypertension (PH) group, intermediate PH group, NoPH group. Results provide insight into the pathobiology of PF with associated PH.",21835902,GPL6244,in situ oligonucleotide,33297,1,116,transformed count,GSE24988,none,data/GEO_v2/datasets/GDS4549.csv,959,disease state,4,"{'PF + intermediate PH': 45, 'PH validation set': 32, 'PF + no PH': 22, 'PF + severe PH': 17}","{'PF + intermediate PH': 0, 'PH validation set': 0, 'PF + no PH': 0, 'PF + severe PH': 1}",False
GDS4549,Pulmonary fibrosis with associated pulmonary hypertension: lung explants,"Analysis of lung from pulmonary fibrosis (PF) patients divided into different groups based on the mean pulmonary arterial pressure (mPAP): severe pulmonary hypertension (PH) group, intermediate PH group, NoPH group. Results provide insight into the pathobiology of PF with associated PH.",21835902,GPL6244,in situ oligonucleotide,33297,1,116,transformed count,GSE24988,none,data/GEO_v2/datasets/GDS4549.csv,959,disease state,4,"{'PF + intermediate PH': 45, 'PH validation set': 32, 'PF + no PH': 22, 'PF + severe PH': 17}","{'PF + intermediate PH': 0, 'PH validation set': 0, 'PF + no PH': 1, 'PF + severe PH': 0}",False
GDS4549,Pulmonary fibrosis with associated pulmonary hypertension: lung explants,"Analysis of lung from pulmonary fibrosis (PF) patients divided into different groups based on the mean pulmonary arterial pressure (mPAP): severe pulmonary hypertension (PH) group, intermediate PH group, NoPH group. Results provide insight into the pathobiology of PF with associated PH.",21835902,GPL6244,in situ oligonucleotide,33297,1,116,transformed count,GSE24988,none,data/GEO_v2/datasets/GDS4549.csv,959,disease state,4,"{'PF + intermediate PH': 45, 'PH validation set': 32, 'PF + no PH': 22, 'PF + severe PH': 17}","{'PF + intermediate PH': 1, 'PH validation set': 0, 'PF + no PH': 0, 'PF + severe PH': 0}",False
GDS4471,Medulloblastomas in children,Analysis of medulloblastomas from children ages 3 to 16 years. Medulloblastoma is a malignant childhood brain tumor comprising four discrete subgroups. Results provide insights into pathogenesis of medulloblastoma and highlight targets for therapeutic development.,22722829,GPL570,in situ oligonucleotide,54675,1,76,transformed count,GSE37418,none,data/GEO_v2/datasets/GDS4471.csv,958,disease state,6,"{'subgroup: G4': 39, 'subgroup: G3': 16, 'subgroup: SHH': 10, 'subgroup: WNT': 8, 'subgroup: N/A': 2, 'subgroup: SHH outlier': 1}","{'subgroup: G4': 0, 'subgroup: G3': 0, 'subgroup: SHH': 0, 'subgroup: WNT': 1, 'subgroup: N/A': 0, 'subgroup: SHH outlier': 0}",True
GDS4471,Medulloblastomas in children,Analysis of medulloblastomas from children ages 3 to 16 years. Medulloblastoma is a malignant childhood brain tumor comprising four discrete subgroups. Results provide insights into pathogenesis of medulloblastoma and highlight targets for therapeutic development.,22722829,GPL570,in situ oligonucleotide,54675,1,76,transformed count,GSE37418,none,data/GEO_v2/datasets/GDS4471.csv,958,disease state,6,"{'subgroup: G4': 39, 'subgroup: G3': 16, 'subgroup: SHH': 10, 'subgroup: WNT': 8, 'subgroup: N/A': 2, 'subgroup: SHH outlier': 1}","{'subgroup: G4': 0, 'subgroup: G3': 0, 'subgroup: SHH': 1, 'subgroup: WNT': 0, 'subgroup: N/A': 0, 'subgroup: SHH outlier': 1}",True
GDS4471,Medulloblastomas in children,Analysis of medulloblastomas from children ages 3 to 16 years. Medulloblastoma is a malignant childhood brain tumor comprising four discrete subgroups. Results provide insights into pathogenesis of medulloblastoma and highlight targets for therapeutic development.,22722829,GPL570,in situ oligonucleotide,54675,1,76,transformed count,GSE37418,none,data/GEO_v2/datasets/GDS4471.csv,958,disease state,6,"{'subgroup: G4': 39, 'subgroup: G3': 16, 'subgroup: SHH': 10, 'subgroup: WNT': 8, 'subgroup: N/A': 2, 'subgroup: SHH outlier': 1}","{'subgroup: G4': 0, 'subgroup: G3': 1, 'subgroup: SHH': 0, 'subgroup: WNT': 0, 'subgroup: N/A': 0, 'subgroup: SHH outlier': 0}",True
GDS4471,Medulloblastomas in children,Analysis of medulloblastomas from children ages 3 to 16 years. Medulloblastoma is a malignant childhood brain tumor comprising four discrete subgroups. Results provide insights into pathogenesis of medulloblastoma and highlight targets for therapeutic development.,22722829,GPL570,in situ oligonucleotide,54675,1,76,transformed count,GSE37418,none,data/GEO_v2/datasets/GDS4471.csv,958,disease state,6,"{'subgroup: G4': 39, 'subgroup: G3': 16, 'subgroup: SHH': 10, 'subgroup: WNT': 8, 'subgroup: N/A': 2, 'subgroup: SHH outlier': 1}","{'subgroup: G4': 0, 'subgroup: G3': 1, 'subgroup: SHH': 1, 'subgroup: WNT': 1, 'subgroup: N/A': 1, 'subgroup: SHH outlier': 1}",True
GDS4471,Medulloblastomas in children,Analysis of medulloblastomas from children ages 3 to 16 years. Medulloblastoma is a malignant childhood brain tumor comprising four discrete subgroups. Results provide insights into pathogenesis of medulloblastoma and highlight targets for therapeutic development.,22722829,GPL570,in situ oligonucleotide,54675,1,76,transformed count,GSE37418,none,data/GEO_v2/datasets/GDS4471.csv,958,gender,2,"{'male': 54, 'female': 22}","{'male': 0, 'female': 1}",True
GDS5037,Severe asthma: bronchial epithelial cell,Analysis of bronchial epithelial cells from patients with severe asthma. Results provide insight into the molecular mechanisms underlying the development of severe asthma.,24518246,GPL6480,in situ oligonucleotide,41108,1,108,transformed count,GSE43696,none,data/GEO_v2/datasets/GDS5037.csv,972,disease state,3,"{'mild asthma': 50, 'severe asthma': 38, 'control': 20}","{'mild asthma': 0, 'severe asthma': 0, 'control': 1}",True
GDS5037,Severe asthma: bronchial epithelial cell,Analysis of bronchial epithelial cells from patients with severe asthma. Results provide insight into the molecular mechanisms underlying the development of severe asthma.,24518246,GPL6480,in situ oligonucleotide,41108,1,108,transformed count,GSE43696,none,data/GEO_v2/datasets/GDS5037.csv,972,disease state,3,"{'mild asthma': 50, 'severe asthma': 38, 'control': 20}","{'mild asthma': 0, 'severe asthma': 1, 'control': 0}",True
GDS5037,Severe asthma: bronchial epithelial cell,Analysis of bronchial epithelial cells from patients with severe asthma. Results provide insight into the molecular mechanisms underlying the development of severe asthma.,24518246,GPL6480,in situ oligonucleotide,41108,1,108,transformed count,GSE43696,none,data/GEO_v2/datasets/GDS5037.csv,972,disease state,3,"{'mild asthma': 50, 'severe asthma': 38, 'control': 20}","{'mild asthma': 1, 'severe asthma': 0, 'control': 0}",True
GDS5037,Severe asthma: bronchial epithelial cell,Analysis of bronchial epithelial cells from patients with severe asthma. Results provide insight into the molecular mechanisms underlying the development of severe asthma.,24518246,GPL6480,in situ oligonucleotide,41108,1,108,transformed count,GSE43696,none,data/GEO_v2/datasets/GDS5037.csv,972,gender,2,"{'female': 74, 'male': 34}","{'female': 0, 'male': 1}",True
GDS4274,Stratification of pediatric septic shock patients: whole blood,Analysis of whole blood from children (up to 10 years old) within 24hrs of PICU admission for septic shock. Heterogeneous clinical phenotypes stratify the septic shock patients. Results provide insight into the molecular mechanisms underlying these septic shock subgroups.,"['19624809', '21738952']",GPL570,in situ oligonucleotide,54675,1,130,transformed count,GSE26440,none,data/GEO_v2/datasets/GDS4274.csv,958,disease state,2,"{'septic shock': 98, 'healthy control': 32}","{'septic shock': 0, 'healthy control': 1}",True
GDS4299,Early T-cell precursor acute lymphoblastic leukemia,Analysis of tumor cells from pediatric patients with early T-cell precursor acute lymphoblastic leukemia (ETP ALL). The ETP ALL subtype has a poor prognosis when treated with standard chemotherapy. Results provide insight into the molecular mechanisms underlying ETP ALL.,"['22237106', '21878675']",GPL13158,in situ oligonucleotide,54715,1,52,transformed count,GSE28703,none,data/GEO_v2/datasets/GDS4299.csv,975,disease state,2,"{'non-ETP ALL': 40, 'ETP ALL': 12}","{'non-ETP ALL': 0, 'ETP ALL': 1}",False
GDS4278,Acute myeloid leukemia with CEBPA mutations [AMLSG cohort]: mononuclear cells,Analysis of mononuclear cells from bone marrow of untreated AML patients with CCAAT/enhancer binding protein alpha double mutation (CEBPAdm) or single mutation (CEBPAsm). Favorable outcome is observed in AML patients with CEBPAdm. Results provide insight into molecular basis of AML classification.,21177436,GPL570,in situ oligonucleotide,54675,1,154,transformed count,GSE22845,none,data/GEO_v2/datasets/GDS4278.csv,958,genotype/variation,3,"{'CEBPAwt': 132, 'CEBPAdm': 16, 'CEBPAsm': 6}","{'CEBPAwt': 0, 'CEBPAdm': 1, 'CEBPAsm': 1}",False
GDS4266,Tolerant renal transplant recipients: peripheral whole blood,"Analysis of whole blood from tolerant renal transplant recipients (i.e., with stable graft function and receiving no immunosuppressive drugs for >1 year) and from recipients stable on immunosuppressive drugs. Results provide insight into molecular mechanisms underlying renal transplant tolerance.",20501946,GPL570,in situ oligonucleotide,54675,1,58,transformed count,GSE22229,none,data/GEO_v2/datasets/GDS4266.csv,958,individual,3,"{'Standard Immunotherapy': 27, 'Tolerant': 19, 'Healthy control': 12}","{'Standard Immunotherapy': 0, 'Tolerant': 0, 'Healthy control': 1}",True
