name,title,description,pubmed_id,platform,platform_technology_type,feature_count,channel_count,sample_count,value_type,reference_series,order,file_location,num_L1000_genes,target_column,num_classes,class_distribution,true_class_distribution
GDS4342,Gamma secretase inhibitor MRK-003 effect on pancreatic ductal adenocarcinoma tumor xenografts,"Analysis of 9 individual patient-derived, pancreatic ductal adenocarcinoma (PDAC) xenografts treated with GSI MRK-003. MRK-003 monotherapy significantly reduced tumor volume in 5 of 9 xenografts. Results provide insight into the molecular basis of MRK-003-mediated attenuation of PDAC.",22752426,GPL570,in situ oligonucleotide,54675,1,18,count,GSE37645,none,data/GEO_v2/datasets/GDS4342.csv,958,cell line,9,"{'JH033': 2, 'Panc198': 2, 'Panc215': 2, 'Panc219': 2, 'Panc253': 2, 'Panc265': 2, 'Panc291': 2, 'Panc374': 2, 'Panc420': 2}","{'JH033': 2, 'Panc198': 2, 'Panc215': 2, 'Panc219': 2, 'Panc253': 2, 'Panc265': 2, 'Panc291': 2, 'Panc374': 2, 'Panc420': 2}"
GDS4342,Gamma secretase inhibitor MRK-003 effect on pancreatic ductal adenocarcinoma tumor xenografts,"Analysis of 9 individual patient-derived, pancreatic ductal adenocarcinoma (PDAC) xenografts treated with GSI MRK-003. MRK-003 monotherapy significantly reduced tumor volume in 5 of 9 xenografts. Results provide insight into the molecular basis of MRK-003-mediated attenuation of PDAC.",22752426,GPL570,in situ oligonucleotide,54675,1,18,count,GSE37645,none,data/GEO_v2/datasets/GDS4342.csv,958,other,2,"{'MRK-003 sensitive': 10, 'MRK-003 non-sensitive': 8}","{'MRK-003 sensitive': 10, 'MRK-003 non-sensitive': 8}"
GDS4345,Quadriceps muscle from cancer patients before and after surgery: sequential biopsies,"Analysis of paired muscle biopsies (i.e., pre-resection baseline and 8 month post-resection follow-up, disease-free/weight-stable for previous 2 months) from upper gastrointestinal cancer patients. Results provide insight into molecular mechanisms underlying cancer-associated muscle wasting.",22452944,GPL570,in situ oligonucleotide,54675,1,30,transformed count,GSE34111,none,data/GEO_v2/datasets/GDS4345.csv,958,specimen,3,"{'pre-surgery': 12, 'post-surgery': 12, 'control': 6}","{'pre-surgery': 12, 'post-surgery': 12, 'control': 6}"
GDS4346,Gli transcriptional repressor Gli3T effect on epithelioid carcinoma cell line Panc-1,"Analysis of epithelioid carcinoma Panc1 cells expressing Gli3T, a transcriptional repressor of Gli. Gli transcription factors are essential for Kras initiation of pancreatic tumorigenesis. Results provide insight into molecular mechanisms underlying pancreatic epithelial transformation.",22493246,GPL6244,in situ oligonucleotide,33297,1,6,transformed count,GSE36855,none,data/GEO_v2/datasets/GDS4346.csv,959,genotype/variation,2,"{'control': 3, 'Gli3T-expressing': 3}","{'control': 3, 'Gli3T-expressing': 3}"
GDS4349,E-cadherin/CDH1 intron2 protein isoform overexpression in Mkn28 gastric tubular adenocarcinoma cell line,Analysis of MKN28 cell line (E-cadherin positive) overexpressing E-cadherin isoform CDH1a. CDH1a overexpression promotes mild MKN28 aggregation and increases invasion. Results provide insight into role of CDH1a as a negative modulator of canonical E-cadherin function in cancer cells.,22752307,GPL570,in situ oligonucleotide,54675,1,9,transformed count,GSE32540,none,data/GEO_v2/datasets/GDS4349.csv,958,genotype/variation,3,"{'CDH1a isoform': 3, 'empty vector control': 3, 'CDH1 wild type': 3}","{'CDH1a isoform': 3, 'empty vector control': 3, 'CDH1 wild type': 3}"
GDS4350,Barrett esophagus: endoscopic biopsies,"Analysis of endoscopic biopsies of Barrett's esophagus (BE), normal adjacent epithelia gastric cardia, and normal squamous esophagus. BE is a metaplastic condition and precursor to esophageal adenocarcinoma. Results provide insight molecular mechanisms underlying early stages of BE.",22603795,GPL6244,in situ oligonucleotide,33297,1,28,transformed count,GSE34619,none,data/GEO_v2/datasets/GDS4350.csv,959,tissue,3,"{'Barrett esopahgus': 10, 'gastric cardia': 10, 'normal esopahgus': 8}","{'Barrett esopahgus': 10, 'gastric cardia': 10, 'normal esopahgus': 8}"
GDS4353,Cerebral Palsy: skeletal muscle biopsies,Analysis of gracilis and semitendinosus muscle biopsies from pediatric cerebral palsy (CP) patients. Muscles from CP patients are spastic and form contractures limiting range of motion and joint function. Results provide insight into molecular basis of skeletal muscle response to CP.,22956992,GPL571,in situ oligonucleotide,22277,1,40,count,GSE31243,none,data/GEO_v2/datasets/GDS4353.csv,958,disease state,2,"{'Cerebral Palsy': 20, 'control': 20}","{'Cerebral Palsy': 20, 'control': 20}"
GDS4353,Cerebral Palsy: skeletal muscle biopsies,Analysis of gracilis and semitendinosus muscle biopsies from pediatric cerebral palsy (CP) patients. Muscles from CP patients are spastic and form contractures limiting range of motion and joint function. Results provide insight into molecular basis of skeletal muscle response to CP.,22956992,GPL571,in situ oligonucleotide,22277,1,40,count,GSE31243,none,data/GEO_v2/datasets/GDS4353.csv,958,tissue,2,"{'gracilis muscle': 20, 'semitendinosus muscle': 20}","{'gracilis muscle': 20, 'semitendinosus muscle': 20}"
GDS4354,Endogenous Cushing's Syndrome bone biopsies: pre- and post-surgery,"Analysis of bone biopsies from Cushing’s syndrome (CS) patients, before and mean 3 months after surgical treatment. Excess GC-induced bone loss is a serious complication in patients with endogenous CS. Results provide insight molecular mechanisms by which excess GCs influence bone metabolism.","['19875485', '22450549']",GPL570,in situ oligonucleotide,54675,1,18,transformed count,GSE30159,none,data/GEO_v2/datasets/GDS4354.csv,958,specimen,2,"{'pre-surgerical': 9, 'post-surgerical': 9}","{'pre-surgerical': 9, 'post-surgerical': 9}"
GDS4356,Zaire ebolavirus infection of macrophage: time course,"Analysis of primary macrophages from three donors (D1, D2, D3) up to 6 hrs after in vitro exposure to purified Zaire ebolavirus (ZEBOV) virions. ZEBOV is the etiological agent of Ebola Hemorrhagic Fever (EHF). Results provide insight into the initial response of macrophages exposed to Ebola virions.",22028943,GPL8300,in situ oligonucleotide,12625,1,12,count,GSE31747,none,data/GEO_v2/datasets/GDS4356.csv,827,individual,3,"{'Donor 1': 4, 'Donor 2': 4, 'Donor 3': 4}","{'Donor 1': 4, 'Donor 2': 4, 'Donor 3': 4}"
GDS4356,Zaire ebolavirus infection of macrophage: time course,"Analysis of primary macrophages from three donors (D1, D2, D3) up to 6 hrs after in vitro exposure to purified Zaire ebolavirus (ZEBOV) virions. ZEBOV is the etiological agent of Ebola Hemorrhagic Fever (EHF). Results provide insight into the initial response of macrophages exposed to Ebola virions.",22028943,GPL8300,in situ oligonucleotide,12625,1,12,count,GSE31747,none,data/GEO_v2/datasets/GDS4356.csv,827,infection,2,"{'Ebola': 6, 'mock': 6}","{'Ebola': 6, 'mock': 6}"
GDS4356,Zaire ebolavirus infection of macrophage: time course,"Analysis of primary macrophages from three donors (D1, D2, D3) up to 6 hrs after in vitro exposure to purified Zaire ebolavirus (ZEBOV) virions. ZEBOV is the etiological agent of Ebola Hemorrhagic Fever (EHF). Results provide insight into the initial response of macrophages exposed to Ebola virions.",22028943,GPL8300,in situ oligonucleotide,12625,1,12,count,GSE31747,none,data/GEO_v2/datasets/GDS4356.csv,827,time,2,"{'1 hour': 6, '6 hour': 6}","{'1 hour': 6, '6 hour': 6}"
GDS4358,Two types of HIV-associated neurocognitive impairment: brain regions,"Analysis of basal ganglia, frontal cortex, and white matter from HIV patients with HIV-associated dementia (HAD) or HAD plus HIV encephalitis (HIVE). Results provide insight into molecular events of neurological impairment and inflammation associated with HIV infection in different brain regions.",23049970,GPL570,in situ oligonucleotide,54675,1,72,transformed count,GSE35864,none,data/GEO_v2/datasets/GDS4358.csv,958,disease state,4,"{'control': 18, 'HIV': 18, 'HIV + HAD': 21, 'HIV + HAD + HIVE': 15}","{'HIV + HAD': 21, 'control': 18, 'HIV': 18, 'HIV + HAD + HIVE': 15}"
GDS4358,Two types of HIV-associated neurocognitive impairment: brain regions,"Analysis of basal ganglia, frontal cortex, and white matter from HIV patients with HIV-associated dementia (HAD) or HAD plus HIV encephalitis (HIVE). Results provide insight into molecular events of neurological impairment and inflammation associated with HIV infection in different brain regions.",23049970,GPL570,in situ oligonucleotide,54675,1,72,transformed count,GSE35864,none,data/GEO_v2/datasets/GDS4358.csv,958,tissue,3,"{'Basal ganglia': 24, 'Frontal cortex': 24, 'White matter': 24}","{'Basal ganglia': 24, 'Frontal cortex': 24, 'White matter': 24}"
GDS4359,Co-expression of tyrosine kinase receptors HER2 and HER3 in mammary epithelial cells MCF10A grown in three-dimensional cultures,"Analysis of MCF10A mammary epithelial cells expressing HER2, HER3, or HER2/HER3 heterodimer. Co-expression of HER2 and HER3 induced migration and invasion of MCF10A cells. Results provide insight into the role of HER2 and HER3 in breast cancer.",23062209,GPL6244,in situ oligonucleotide,33297,1,8,transformed count,GSE37009,none,data/GEO_v2/datasets/GDS4359.csv,959,genotype/variation,4,"{'HER2/HER3': 2, 'HER2': 2, 'HER3': 2, 'control': 2}","{'HER2/HER3': 2, 'HER2': 2, 'HER3': 2, 'control': 2}"
GDS4360,Epidermal growth factor effect on HER2-overexpressing mammary epithelial MCF10A cells: time course,"Analysis of MCF10A and HER2-overexpressing MCF10A cells  grown on Matrigel in the absence or presence of epidermal growth factor (EGF). MCF10A-HER2 cells exhibited autonomous growth, independent of growth factors. Results provide insight into molecular bases underlying the growth autonomy confer",21743488,GPL6244,in situ oligonucleotide,33297,1,20,transformed count,GSE18938,none,data/GEO_v2/datasets/GDS4360.csv,959,genotype/variation,2,"{'wild type': 10, 'HER2 overexpression': 10}","{'wild type': 10, 'HER2 overexpression': 10}"
GDS4360,Epidermal growth factor effect on HER2-overexpressing mammary epithelial MCF10A cells: time course,"Analysis of MCF10A and HER2-overexpressing MCF10A cells  grown on Matrigel in the absence or presence of epidermal growth factor (EGF). MCF10A-HER2 cells exhibited autonomous growth, independent of growth factors. Results provide insight into molecular bases underlying the growth autonomy confer",21743488,GPL6244,in situ oligonucleotide,33297,1,20,transformed count,GSE18938,none,data/GEO_v2/datasets/GDS4360.csv,959,agent,2,"{'untreated': 10, 'EGF': 10}","{'untreated': 10, 'EGF': 10}"
GDS4360,Epidermal growth factor effect on HER2-overexpressing mammary epithelial MCF10A cells: time course,"Analysis of MCF10A and HER2-overexpressing MCF10A cells  grown on Matrigel in the absence or presence of epidermal growth factor (EGF). MCF10A-HER2 cells exhibited autonomous growth, independent of growth factors. Results provide insight into molecular bases underlying the growth autonomy confer",21743488,GPL6244,in situ oligonucleotide,33297,1,20,transformed count,GSE18938,none,data/GEO_v2/datasets/GDS4360.csv,959,time,5,"{'1.5 days': 4, '3 days': 4, '5 days': 4, '7 days': 4, '9 days': 4}","{'1.5 days': 4, '3 days': 4, '5 days': 4, '7 days': 4, '9 days': 4}"
GDS4361,"AP1510, TGFα  or heregulin ligand effect on MCF10 mammary epithelial cells expressing HER2-FKBP-HA chimeric receptors","Analysis of mammary epithelial MCF10A/HER2/FKBP/HA cells treated with AP1510 to induce the chimeric HER2-FKBP molecule to homodimerize, or with TGFα or heregulin to induce heterodimerization with EGFR or HER3. Results provide insight into signaling events following HER2 receptor dimerization.",21324925,GPL6244,in situ oligonucleotide,33297,1,12,transformed count,GSE22288,none,data/GEO_v2/datasets/GDS4361.csv,959,agent,4,"{'untreated': 3, 'AP1510': 3, 'TGF-alpha': 3, 'Heregulin': 3}","{'untreated': 3, 'AP1510': 3, 'TGF-alpha': 3, 'Heregulin': 3}"
GDS4362,Mammary epithelial cell line 184A1 response to dual-pulse epidermal growth factor stimulation: time course,Analysis of 184A1 mammary epithelial cells pulsed once or twice with epidermal growth factor (EGF). Normal cells require continuous exposure to growth factors to cross a restriction point and commit to cell-cycle progression. Results provide insight into molecular events regulating S phase entry.,21596316,GPL6244,in situ oligonucleotide,33297,1,17,transformed count,GSE27629,none,data/GEO_v2/datasets/GDS4362.csv,959,protocol,2,"{'Dual EGF Pulse': 13, 'Single EGF Pulse': 4}","{'Dual EGF Pulse': 13, 'Single EGF Pulse': 4}"
GDS4362,Mammary epithelial cell line 184A1 response to dual-pulse epidermal growth factor stimulation: time course,Analysis of 184A1 mammary epithelial cells pulsed once or twice with epidermal growth factor (EGF). Normal cells require continuous exposure to growth factors to cross a restriction point and commit to cell-cycle progression. Results provide insight into molecular events regulating S phase entry.,21596316,GPL6244,in situ oligonucleotide,33297,1,17,transformed count,GSE27629,none,data/GEO_v2/datasets/GDS4362.csv,959,time,13,"{'0 min': 1, '30 min': 1, '60 min': 1, '120 min': 1, '180 min': 1, '300 min': 1, '360 min': 1, '420 min': 1, '480 min': 1, '510 min': 2, '540 min': 2, '600 min': 2, '660 min': 2}","{'510 min': 2, '540 min': 2, '600 min': 2, '660 min': 2, '0 min': 1, '30 min': 1, '60 min': 1, '120 min': 1, '180 min': 1, '300 min': 1, '360 min': 1, '420 min': 1, '480 min': 1}"
GDS4365,Intestinal mucosa response to active and inactive ulcerative colitis: colon biopsies,"Analysis of colonic biopsies from patients with histologically active or inactive UC and from healthy, non-inflammatory controls. UC is a chronic inflammatory disease with periods of active disease followed by remission. Results provide insight into molecular events associated with UC remission.",23135761,GPL570,in situ oligonucleotide,54675,1,43,transformed count,GSE38713,none,data/GEO_v2/datasets/GDS4365.csv,958,disease state,4,"{'UC_remission (involved mucosa)': 8, 'UC_active (involved mucosa)': 15, 'UC_active (non-involved mucosa)': 7, 'control': 13}","{'UC_active (involved mucosa)': 15, 'control': 13, 'UC_remission (involved mucosa)': 8, 'UC_active (non-involved mucosa)': 7}"
GDS4365,Intestinal mucosa response to active and inactive ulcerative colitis: colon biopsies,"Analysis of colonic biopsies from patients with histologically active or inactive UC and from healthy, non-inflammatory controls. UC is a chronic inflammatory disease with periods of active disease followed by remission. Results provide insight into molecular events associated with UC remission.",23135761,GPL570,in situ oligonucleotide,54675,1,43,transformed count,GSE38713,none,data/GEO_v2/datasets/GDS4365.csv,958,agent,5,"{'n/a': 13, 'azathioprine': 15, '5-ASA': 12, 'no treatment': 2, 'systemic steroids': 1}","{'azathioprine': 15, 'nan': 13, '5-ASA': 12, 'no treatment': 2, 'systemic steroids': 1}"
GDS4374,Entamoeba histolytica infected sigmoid colon,Analysis of colon biopsies from individuals during acute E. histolytica diarrhea (day 1) versus convalescence (day 60) post metronidazole treatment. The E. histolytica pathogen causes diarrhea and colitis. Results provide insight into the molecular mechanisms underlying amebic colitis pathology.,21586335,GPL6244,in situ oligonucleotide,33297,1,16,transformed count,GSE23750,none,data/GEO_v2/datasets/GDS4374.csv,959,time,2,"{'day 1': 8, 'day 60': 8}","{'day 1': 8, 'day 60': 8}"
GDS4377,CD43+/41+/235+ iPSC-derived progenitor cells with germ-line trisomy 21,"Analysis of sorted CD43+/41+/235+ progenitors generated from trisomy 21 (T21) induced pluripotent stem cell (iPSC) lines. Down syndrome (DS, trisomy 21) affects many tissues, including blood, particularly during embryogenesis. Results provide insight into T21 effect on embryonic hematopoiesis.",23045704,GPL6244,in situ oligonucleotide,33297,1,6,transformed count,GSE35561,none,data/GEO_v2/datasets/GDS4377.csv,959,genotype/variation,2,"{'Trisomy 21': 3, 'euploid': 3}","{'Trisomy 21': 3, 'euploid': 3}"
GDS4379,Colorectal cancer tumors,Analysis of primary colorectal cancer (CRC) tumors. CRC is a heterogeneous disease. Results provide insight into stratifying CRC tumor samples into subtypes and tailoring treatments for the CRC subtypes.,23272949,GPL570,in situ oligonucleotide,54675,1,62,transformed count,GSE35896,none,data/GEO_v2/datasets/GDS4379.csv,958,disease state,6,"{'Adenocarcinoma': 2, 'Large Intestine, Adenocarcinoma in Villous Adenoma': 1, 'Large Intestine, Adenocarcinoma': 55, 'Large Intestine, Mucinous Adenocarcinoma': 2, 'Large Intestine, Villous Adenoma': 1, 'Mucinous Adenocarcinoma': 1}","{'Large Intestine, Adenocarcinoma': 55, 'Adenocarcinoma': 2, 'Large Intestine, Mucinous Adenocarcinoma': 2, 'Large Intestine, Adenocarcinoma in Villous Adenoma': 1, 'Large Intestine, Villous Adenoma': 1, 'Mucinous Adenocarcinoma': 1}"
GDS4379,Colorectal cancer tumors,Analysis of primary colorectal cancer (CRC) tumors. CRC is a heterogeneous disease. Results provide insight into stratifying CRC tumor samples into subtypes and tailoring treatments for the CRC subtypes.,23272949,GPL570,in situ oligonucleotide,54675,1,62,transformed count,GSE35896,none,data/GEO_v2/datasets/GDS4379.csv,958,genotype/variation,3,"{'microsatellite.status: MSI': 5, 'microsatellite.status: MSS': 56, 'microsatellite.status: ---': 1}","{'microsatellite.status: MSS': 56, 'microsatellite.status: MSI': 5, 'microsatellite.status: ---': 1}"
GDS4379,Colorectal cancer tumors,Analysis of primary colorectal cancer (CRC) tumors. CRC is a heterogeneous disease. Results provide insight into stratifying CRC tumor samples into subtypes and tailoring treatments for the CRC subtypes.,23272949,GPL570,in situ oligonucleotide,54675,1,62,transformed count,GSE35896,none,data/GEO_v2/datasets/GDS4379.csv,958,other,5,"{'subtype: 1.1': 12, 'subtype: 1.2': 9, 'subtype: 1.3': 7, 'subtype: 2.1': 15, 'subtype: 2.2': 19}","{'subtype: 2.2': 19, 'subtype: 2.1': 15, 'subtype: 1.1': 12, 'subtype: 1.2': 9, 'subtype: 1.3': 7}"
GDS4380,High and low chromosomal instability phenotypes in stage II and III colorectal cancers,Analysis of specimens from consecutive stage II and stage III colorectal cancer (CRC) patients with high or low chromosomal instability (CIN) phenotype. CIN-high CRC showed poorer outcome than CIN-low CRC. Results provide insight into molecular biomarkers to distinguish between the CIN phenotypes.,22547595,GPL570,in situ oligonucleotide,54675,1,35,transformed count,GSE30540,none,data/GEO_v2/datasets/GDS4380.csv,958,genotype/variation,2,"{'chromosomal instability-low': 10, 'chromosomal instability-high': 25}","{'chromosomal instability-high': 25, 'chromosomal instability-low': 10}"
GDS4381,Patient-derived colorectal cancer explants,"Analysis of patient-derived colorectal cancer explants (PDCCE), generated by direct transplantation of human colorectal cancer (CRC) tissues into NOD-SCID mice, and matched patient CRC primary tumors. Results provide insight into the degree to which PDCCEs represent their primary human counterparts.",22675560,GPL570,in situ oligonucleotide,54675,1,64,transformed count,GSE35144,none,data/GEO_v2/datasets/GDS4381.csv,958,tissue,2,"{'human tumor': 27, 'PDCCE tumor': 37}","{'PDCCE tumor': 37, 'human tumor': 27}"
GDS4382,Colorectal cancer tumors,Analysis of paired colorectal cancer (CRC) tumors and adjacent non-cancerous tissues. Colorectal cancer is a worldwide public health problem. Results provide insight into the molecular mechanisms underlying CRC carcinogenesis.,22399497,GPL570,in situ oligonucleotide,54675,1,34,transformed count,GSE32323,none,data/GEO_v2/datasets/GDS4382.csv,958,tissue,2,"{'CRC tumor': 17, 'normal tissue': 17}","{'CRC tumor': 17, 'normal tissue': 17}"
GDS4382,Colorectal cancer tumors,Analysis of paired colorectal cancer (CRC) tumors and adjacent non-cancerous tissues. Colorectal cancer is a worldwide public health problem. Results provide insight into the molecular mechanisms underlying CRC carcinogenesis.,22399497,GPL570,in situ oligonucleotide,54675,1,34,transformed count,GSE32323,none,data/GEO_v2/datasets/GDS4382.csv,958,individual,17,"{'6b': 2, '11b': 2, '24b': 2, '27b': 2, '28b': 2, '30b': 2, '31b': 2, '32b': 2, '33b': 2, '35b': 2, '36b': 2, '38b': 2, '41b': 2, '42b': 2, '44b': 2, '45b': 2, '47b': 2}","{'6b': 2, '35b': 2, '45b': 2, '44b': 2, '42b': 2, '41b': 2, '38b': 2, '36b': 2, '33b': 2, '11b': 2, '32b': 2, '31b': 2, '30b': 2, '28b': 2, '27b': 2, '24b': 2, '47b': 2}"
GDS4383,"Saracatinib-sensitive versus -resistant, PIK3CA mutant colorectal cancer xenografts",Analysis of patient-derived colorectal cancer (CRC) xenografts with a PIK3CA mutation with enhanced sensitivity to Src inhibitor saracatinib. Dysregulation of Src and PI3K (phosphoinositide 3-kinase) signaling pathways is common in CRC. Results provide insight into CRC model response to saracatinib.,22553375,GPL6244,in situ oligonucleotide,33297,1,4,transformed count,GSE36006,none,data/GEO_v2/datasets/GDS4383.csv,959,genotype/variation,2,"{'saracatinib sensitive PIK3CA mutant': 2, 'saracatinib resistant PIK3CA mutant': 2}","{'saracatinib sensitive PIK3CA mutant': 2, 'saracatinib resistant PIK3CA mutant': 2}"
GDS4384,"p53 mutations in microsatellite-stable, stage III colorectal cancer",Analysis of Stage III CRCs exhibiting microsatellite-stable (MSS) and mutant p53 phenotypic features. p53 mutations are associated with higher Stage III MSS CRC mortality than p53 wild-type phenotypes. Results provide further insight into the prognostic value of p53 mutations in Stage III MSS CRCs.,22276141,GPL570,in situ oligonucleotide,54675,1,10,count,GSE27157,none,data/GEO_v2/datasets/GDS4384.csv,958,genotype/variation,2,"{'wild type': 5, 'p53 mutant': 5}","{'wild type': 5, 'p53 mutant': 5}"
GDS4385,CD133-positive and CD133-negative colon cancer cells,Analysis of CD133-positive and CD133-negative colorectal cancer cells and CAFs isolated from the same stage II patient specimen. CD133+ colon cancer cells exhibit enhanced tumorigenicity over CD133- cells. Results provide insight into molecular basis of the enhanced tumorigenicity of CD133+ cells.,22157717,GPL570,in situ oligonucleotide,54675,1,9,count,GSE34053,none,data/GEO_v2/datasets/GDS4385.csv,958,cell type,3,"{'Carcinoma associated fibroblasts': 3, 'CD133+ colorectal cancer cells': 3, 'CD133- colorectal cancer cells': 3}","{'Carcinoma associated fibroblasts': 3, 'CD133+ colorectal cancer cells': 3, 'CD133- colorectal cancer cells': 3}"
GDS4386,Ls174T colon cancer cell line response to Wnt signaling inhibition,"Analysis of Ls174T colon cancer cells following doxycyclin-induction of a dominant-negative Tcf4 transgene, or a shRNA against β-catenin, to block the Wnt signal transduction pathway. Results provide insight into molecular mechanisms downstream of a defined signal transduction pathway.",21914722,GPL570,in situ oligonucleotide,54675,1,12,count,GSE18560,none,data/GEO_v2/datasets/GDS4386.csv,958,cell line,2,"{'Ls174T-pTER-β-catenin': 6, 'Ls174T-L8': 6}","{'Ls174T-pTER-Î²-catenin': 6, 'Ls174T-L8': 6}"
GDS4386,Ls174T colon cancer cell line response to Wnt signaling inhibition,"Analysis of Ls174T colon cancer cells following doxycyclin-induction of a dominant-negative Tcf4 transgene, or a shRNA against β-catenin, to block the Wnt signal transduction pathway. Results provide insight into molecular mechanisms downstream of a defined signal transduction pathway.",21914722,GPL570,in situ oligonucleotide,54675,1,12,count,GSE18560,none,data/GEO_v2/datasets/GDS4386.csv,958,protocol,4,"{'β-catenin shRNA, uninduced': 3, 'β-catenin shRNA, induced': 3, 'dominant-negative Tcf4, uninduced': 3, 'dominant-negative Tcf4, induced': 3}","{'Î²-catenin shRNA, uninduced': 3, 'Î²-catenin shRNA, induced': 3, 'dominant-negative Tcf4, uninduced': 3, 'dominant-negative Tcf4, induced': 3}"
GDS4387,Hepatitis B virus (HBV)-associated acute liver failure (ALF) patients: liver explant,Analysis of explanted livers of 4 patients with HBV-associated ALF who underwent liver transplantation. Liver has inherent regenerative capacity via hepatic stem/progenitor cells (HSPC) when hepatic loss is massive. Results provide insight into role of HSPC in liver regeneration associated with ALF.,23185381,GPL570,in situ oligonucleotide,54675,1,27,transformed count,GSE38941,none,data/GEO_v2/datasets/GDS4387.csv,958,disease state,2,"{'HBV-associated ALF': 17, 'normal': 10}","{'HBV-associated ALF': 17, 'normal': 10}"
GDS4387,Hepatitis B virus (HBV)-associated acute liver failure (ALF) patients: liver explant,Analysis of explanted livers of 4 patients with HBV-associated ALF who underwent liver transplantation. Liver has inherent regenerative capacity via hepatic stem/progenitor cells (HSPC) when hepatic loss is massive. Results provide insight into role of HSPC in liver regeneration associated with ALF.,23185381,GPL570,in situ oligonucleotide,54675,1,27,transformed count,GSE38941,none,data/GEO_v2/datasets/GDS4387.csv,958,individual,14,"{'241': 4, '219': 5, '32': 4, '31': 4, '112': 1, '101': 1, '62': 1, '60': 1, '37': 1, '29': 1, '20': 1, '18': 1, '16': 1, '8': 1}","{'219': 5, '241': 4, '32': 4, '31': 4, '112': 1, '101': 1, '62': 1, '60': 1, '37': 1, '29': 1, '20': 1, '18': 1, '16': 1, '8': 1}"
GDS4388,Leukemia inhibitory factor effect on Sin3a-silenced MCF7 breast cancer cell line,Analysis of SIN3 transcription regulator homolog A (Sin3a)-depleted MCF7 cells stimulated with LIF cytokine to activate signal transducer and activator of transcription 3 (STAT3). STAT3 transcription factor is a potent oncogene. Results provide insight into role of Sin3a in mediating STAT3 activity.,22783022,GPL570,in situ oligonucleotide,54675,1,11,transformed count,GSE35696,none,data/GEO_v2/datasets/GDS4388.csv,958,genotype/variation,2,"{'SIN3A knockdown': 5, 'control': 6}","{'control': 6, 'SIN3A knockdown': 5}"
GDS4388,Leukemia inhibitory factor effect on Sin3a-silenced MCF7 breast cancer cell line,Analysis of SIN3 transcription regulator homolog A (Sin3a)-depleted MCF7 cells stimulated with LIF cytokine to activate signal transducer and activator of transcription 3 (STAT3). STAT3 transcription factor is a potent oncogene. Results provide insight into role of Sin3a in mediating STAT3 activity.,22783022,GPL570,in situ oligonucleotide,54675,1,11,transformed count,GSE35696,none,data/GEO_v2/datasets/GDS4388.csv,958,agent,2,"{'LIF': 5, 'not stimulated': 6}","{'not stimulated': 6, 'LIF': 5}"
GDS4389,Alcoholic hepatitis,"Analysis of alcoholic hepatitis (AH) livers. AH is a severe form of alcoholic liver disease characterized by hepatocellular damage, steatosis and pericellular fibrosis. Results provide insight into the molecular mechanisms underlying AH pathogenesis.",22637703,GPL570,in situ oligonucleotide,54675,1,22,transformed count,GSE28619,none,data/GEO_v2/datasets/GDS4389.csv,958,disease state,2,"{'control': 7, 'alcoholic hepatitis': 15}","{'alcoholic hepatitis': 15, 'control': 7}"
GDS4390,Primary hepatocyte response to interferon-α or interleukin 28B: time course,"Analysis of primary hepatocytes up to 24 hrs after treatment with cytokines: interferon (IFN)-α or interleukin 28B (IL28B, a type III IFN). Members of type III IFN system possess antiviral activities against Hepatitis C Virus (HCV). Results provide insight into role of III IFNs in HCV infection.",22248663,GPL570,in situ oligonucleotide,54675,1,15,transformed count,GSE31193,none,data/GEO_v2/datasets/GDS4390.csv,958,agent,3,"{'untreated': 3, 'interferon-α': 6, 'interleukin 28B': 6}","{'interferon-Î±': 6, 'interleukin 28B': 6, 'untreated': 3}"
GDS4390,Primary hepatocyte response to interferon-α or interleukin 28B: time course,"Analysis of primary hepatocytes up to 24 hrs after treatment with cytokines: interferon (IFN)-α or interleukin 28B (IL28B, a type III IFN). Members of type III IFN system possess antiviral activities against Hepatitis C Virus (HCV). Results provide insight into role of III IFNs in HCV infection.",22248663,GPL570,in situ oligonucleotide,54675,1,15,transformed count,GSE31193,none,data/GEO_v2/datasets/GDS4390.csv,958,time,3,"{'6 hrs': 6, '24 hrs': 6, 'control': 3}","{'6 hrs': 6, '24 hrs': 6, 'control': 3}"
GDS4391,Ribavirin effect on uninfected hepatoma Huh7.5.1 cells,"Analysis of uninfected hepatoma Huh7.5.1 cells treated with ribavirin. In the combination treatment for hepatitis C virus (HCV), ribavirin potentiates the anti-HCV effect of pegylated interferon (PEG-IFN). Results provide insight into the molecular mechanisms underlying ribavirin action.",21254160,GPL570,in situ oligonucleotide,54675,1,6,transformed count,GSE23031,none,data/GEO_v2/datasets/GDS4391.csv,958,agent,2,"{'control': 3, 'ribavirin': 3}","{'control': 3, 'ribavirin': 3}"
GDS4392,Hepatitis C virus permissive cell lines Huh7.5 and HRP1 and non-permissive parent cell line Huh7,"Analysis of hepatocyte cell line Huh7, non-permissive to hepatitis C virus (HCV) replication, and permissive cell lines Huh7.5 and HRP1. Results provide insight into host factors lost in cells permissive for HCV replication.",21767813,GPL570,in situ oligonucleotide,54675,1,4,count,GSE25156,none,data/GEO_v2/datasets/GDS4392.csv,958,cell line,3,"{'Huh7': 2, 'Huh7.5': 1, 'HRP1': 1}","{'Huh7': 2, 'Huh7.5': 1, 'HRP1': 1}"
